,Item,Condition,Condition code,Scenario,Modified,First_mention,Recent_mention,prior_mentions_start,prior_mentions_end,num_sentences
1985,100,2,TB-IC,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",No,Start,End,1,1,3
1986,100,2,TB-IC,"Judith passed by the lounge. Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",Yes,End,End,1,2,4
1987,100,2,TB-IC,"Judith passed by the study. Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",Yes,Start,End,2,1,4
1988,100,2,TB-IC,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. Judith was near the study. When Judith wanted to admire the portrait she looked in the study.",Yes,Start,Start,2,1,4
1989,100,2,TB-IC,"Judith finished the portrait and left it to dry in the study.  Later, Judith witnessed Alan move the portrait to the lounge. Judith was near the lounge. When Judith wanted to admire the portrait she looked in the study.",Yes,Start,End,1,2,4
1990,100,3,FB-C,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",No,Start,End,1,1,3
1991,100,3,FB-C,"Judith passed by the lounge. Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",Yes,End,End,1,2,4
1992,100,3,FB-C,"Judith passed by the study. Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the study.",Yes,Start,End,2,1,4
1993,100,3,FB-C,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. Judith was near the study. When Judith wanted to admire the portrait she looked in the study.",Yes,Start,Start,2,1,4
1994,100,3,FB-C,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. Judith was near the lounge. When Judith wanted to admire the portrait she looked in the study.",Yes,Start,End,1,2,4
1995,100,4,FB-IC,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",No,Start,End,1,1,3
1996,100,4,FB-IC,"Judith passed by the lounge. Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",Yes,End,End,1,2,4
1997,100,4,FB-IC,"Judith passed by the study. Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. When Judith wanted to admire the portrait she looked in the lounge.",Yes,Start,End,2,1,4
1998,100,4,FB-IC,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. Judith was near the study. When Judith wanted to admire the portrait she looked in the lounge.",Yes,Start,Start,2,1,4
1999,100,4,FB-IC,"Judith finished the portrait and left it to dry in the study.  While Judith was out for a walk, Alan moved the portrait to the lounge. Judith was near the lounge. When Judith wanted to admire the portrait she looked in the lounge.",Yes,Start,End,1,2,4
2000,101,1,TB-C,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",No,Start,End,1,1,3
2001,101,1,TB-C,"Monika passed by the storeroom. Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",Yes,End,End,1,2,4
2002,101,1,TB-C,"Monika passed by the corridor. Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",Yes,Start,End,2,1,4
2003,101,1,TB-C,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. Monika was near the corridor. When Monika wanted to play her guitar she looked in the storeroom.",Yes,Start,Start,2,1,4
2004,101,1,TB-C,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. Monika was near the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",Yes,Start,End,1,2,4
2005,101,2,TB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",No,Start,End,1,1,3
2006,101,2,TB-IC,"Monika passed by the storeroom. Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",Yes,End,End,1,2,4
2007,101,2,TB-IC,"Monika passed by the corridor. Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",Yes,Start,End,2,1,4
2008,101,2,TB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. Monika was near the corridor. When Monika wanted to play her guitar she looked in the corridor.",Yes,Start,Start,2,1,4
2009,101,2,TB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  Later, Monika watched Roy move the guitar to the storeroom. Monika was near the storeroom. When Monika wanted to play her guitar she looked in the corridor.",Yes,Start,End,1,2,4
2010,101,3,FB-C,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",No,Start,End,1,1,3
2011,101,3,FB-C,"Monika passed by the storeroom. Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",Yes,End,End,1,2,4
2012,101,3,FB-C,"Monika passed by the corridor. Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the corridor.",Yes,Start,End,2,1,4
2013,101,3,FB-C,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. Monika was near the corridor. When Monika wanted to play her guitar she looked in the corridor.",Yes,Start,Start,2,1,4
2014,101,3,FB-C,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. Monika was near the storeroom. When Monika wanted to play her guitar she looked in the corridor.",Yes,Start,End,1,2,4
2015,101,4,FB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",No,Start,End,1,1,3
2016,101,4,FB-IC,"Monika passed by the storeroom. Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",Yes,End,End,1,2,4
2017,101,4,FB-IC,"Monika passed by the corridor. Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",Yes,Start,End,2,1,4
2018,101,4,FB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. Monika was near the corridor. When Monika wanted to play her guitar she looked in the storeroom.",Yes,Start,Start,2,1,4
2019,101,4,FB-IC,"Monika performed her guitar solo then put the guitar in the corridor.  While Monika was at the toilet, Roy moved the guitar to the storeroom. Monika was near the storeroom. When Monika wanted to play her guitar she looked in the storeroom.",Yes,Start,End,1,2,4
2020,102,1,TB-C,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the briefcase.",No,Start,End,1,1,3
2021,102,1,TB-C,"Dick passed by the briefcase. Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the briefcase.",Yes,End,End,1,2,4
2022,102,1,TB-C,"Dick passed by the drawer. Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the briefcase.",Yes,Start,End,2,1,4
2023,102,1,TB-C,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. Dick was near the drawer. When Dick wanted to use his laptop he looked in the briefcase.",Yes,Start,Start,2,1,4
2024,102,1,TB-C,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. Dick was near the briefcase. When Dick wanted to use his laptop he looked in the briefcase.",Yes,Start,End,1,2,4
2025,102,2,TB-IC,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",No,Start,End,1,1,3
2026,102,2,TB-IC,"Dick passed by the briefcase. Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",Yes,End,End,1,2,4
2027,102,2,TB-IC,"Dick passed by the drawer. Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",Yes,Start,End,2,1,4
2028,102,2,TB-IC,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. Dick was near the drawer. When Dick wanted to use his laptop he looked in the drawer.",Yes,Start,Start,2,1,4
2029,102,2,TB-IC,"Dick turned off his laptop and put it in the drawer.  Later, Dick spotted his secretary move the laptop to the briefcase. Dick was near the briefcase. When Dick wanted to use his laptop he looked in the drawer.",Yes,Start,End,1,2,4
2030,102,3,FB-C,"Dick turned off his laptop and put it in the drawer.  While Dick was pre-occupied, his secretary moved the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",No,Start,End,1,1,3
2031,102,3,FB-C,"Dick passed by the briefcase. Dick turned off his laptop and put it in the drawer.  While Dick was pre-occupied, his secretary moved the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",Yes,End,End,1,2,4
2032,102,3,FB-C,"Dick passed by the drawer. Dick turned off his laptop and put it in the drawer.  While Dick was pre-occupied, his secretary moved the laptop to the briefcase. When Dick wanted to use his laptop he looked in the drawer.",Yes,Start,End,2,1,4
