,Item,Condition,Condition code,Scenario,probability,belief,consistency,final_word,masked_passages
448,113,1,TB-C,"Elaine scribbled down her lecture notes and put them on the floor.  Later, Elaine noticed Dominic move the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the desk.",0.1278393715620041,TB,C,desk,"Elaine scribbled down her lecture notes and put them on the floor.  Later, Elaine noticed Dominic move the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the [MASK] ."
449,113,2,TB-IC,"Elaine scribbled down her lecture notes and put them on the floor.  Later, Elaine noticed Dominic move the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the floor.",0.3432924747467041,TB,IC,floor,"Elaine scribbled down her lecture notes and put them on the floor.  Later, Elaine noticed Dominic move the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the [MASK] ."
450,113,3,FB-C,"Elaine scribbled down her lecture notes and put them on the floor.  While Elaine was away chatting with friends, Dominic moved the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the floor.",0.29952287673950195,FB,C,floor,"Elaine scribbled down her lecture notes and put them on the floor.  While Elaine was away chatting with friends, Dominic moved the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the [MASK] ."
451,113,4,FB-IC,"Elaine scribbled down her lecture notes and put them on the floor.  While Elaine was away chatting with friends, Dominic moved the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the desk.",0.37505796551704407,FB,IC,desk,"Elaine scribbled down her lecture notes and put them on the floor.  While Elaine was away chatting with friends, Dominic moved the lecture notes to the desk. When Elaine wanted to revise her lecture notes she looked on the [MASK] ."
452,114,1,TB-C,"The policeman took off his hat and left it in the cell.  Later, the policeman watched his co-worker move the hat to the office. When the policeman wanted to wear his hat he looked in the office.",0.19640620052814486,TB,C,office,"The policeman took off his hat and left it in the cell.  Later, the policeman watched his co-worker move the hat to the office. When the policeman wanted to wear his hat he looked in the [MASK] ."
453,114,2,TB-IC,"The policeman took off his hat and left it in the cell.  Later, the policeman watched his co-worker move the hat to the office. When the policeman wanted to wear his hat he looked in the cell.",0.03988314419984818,TB,IC,cell,"The policeman took off his hat and left it in the cell.  Later, the policeman watched his co-worker move the hat to the office. When the policeman wanted to wear his hat he looked in the [MASK] ."
454,114,3,FB-C,"The policeman took off his hat and left it in the cell.  While the policeman was out for coffee, his co-worker moved the hat to the office. When the policeman wanted to wear his hat he looked in the cell.",0.002602459397166966,FB,C,cell,"The policeman took off his hat and left it in the cell.  While the policeman was out for coffee, his co-worker moved the hat to the office. When the policeman wanted to wear his hat he looked in the [MASK] ."
455,114,4,FB-IC,"The policeman took off his hat and left it in the cell.  While the policeman was out for coffee, his co-worker moved the hat to the office. When the policeman wanted to wear his hat he looked in the office.",0.6635528206825256,FB,IC,office,"The policeman took off his hat and left it in the cell.  While the policeman was out for coffee, his co-worker moved the hat to the office. When the policeman wanted to wear his hat he looked in the [MASK] ."
456,115,1,TB-C,"The singer warmed up her voice then put the microphone on the speaker.  Later, the singer spotted her manager move the microphone to the stool. When the singer wanted to use the microphone she looked on the stool.",0.010866628959774966,TB,C,stool,"The singer warmed up her voice then put the microphone on the speaker.  Later, the singer spotted her manager move the microphone to the stool. When the singer wanted to use the microphone she looked on the [MASK] ."
457,115,2,TB-IC,"The singer warmed up her voice then put the microphone on the speaker.  Later, the singer spotted her manager move the microphone to the stool. When the singer wanted to use the microphone she looked on the speaker.",0.027381366118788723,TB,IC,speaker,"The singer warmed up her voice then put the microphone on the speaker.  Later, the singer spotted her manager move the microphone to the stool. When the singer wanted to use the microphone she looked on the [MASK] ."
458,115,3,FB-C,"The singer warmed up her voice then put the microphone on the speaker.  While the singer was away resting, her manager moved the microphone to the stool. When the singer wanted to use the microphone she looked on the speaker.",0.022735588252544407,FB,C,speaker,"The singer warmed up her voice then put the microphone on the speaker.  While the singer was away resting, her manager moved the microphone to the stool. When the singer wanted to use the microphone she looked on the [MASK] ."
459,115,4,FB-IC,"The singer warmed up her voice then put the microphone on the speaker.  While the singer was away resting, her manager moved the microphone to the stool. When the singer wanted to use the microphone she looked on the stool.",0.016686890274286263,FB,IC,stool,"The singer warmed up her voice then put the microphone on the speaker.  While the singer was away resting, her manager moved the microphone to the stool. When the singer wanted to use the microphone she looked on the [MASK] ."
460,116,1,TB-C,"Marcus read his magazine and put it under the pillow.  Later, Marcus saw Linda move the magazine to the chair. When Marcus wanted to look at the magazine he looked under the chair.",7.94534287251735e-08,TB,C,chair,"Marcus read his magazine and put it under the pillow.  Later, Marcus saw Linda move the magazine to the chair. When Marcus wanted to look at the magazine he looked under the [MASK] ."
461,116,2,TB-IC,"Marcus read his magazine and put it under the pillow.  Later, Marcus saw Linda move the magazine to the chair. When Marcus wanted to look at the magazine he looked under the pillow.",0.9990431666374207,TB,IC,pillow,"Marcus read his magazine and put it under the pillow.  Later, Marcus saw Linda move the magazine to the chair. When Marcus wanted to look at the magazine he looked under the [MASK] ."
462,116,3,FB-C,"Marcus read his magazine and put it under the pillow.  While Marcus was out the house, Linda moved the magazine to the chair. When Marcus wanted to look at the magazine he looked under the pillow.",0.9994097948074341,FB,C,pillow,"Marcus read his magazine and put it under the pillow.  While Marcus was out the house, Linda moved the magazine to the chair. When Marcus wanted to look at the magazine he looked under the [MASK] ."
463,116,4,FB-IC,"Marcus read his magazine and put it under the pillow.  While Marcus was out the house, Linda moved the magazine to the chair. When Marcus wanted to look at the magazine he looked under the chair.",3.941089801173806e-07,FB,IC,chair,"Marcus read his magazine and put it under the pillow.  While Marcus was out the house, Linda moved the magazine to the chair. When Marcus wanted to look at the magazine he looked under the [MASK] ."
464,117,1,TB-C,"The publicist read the book and put it onto the filing cabinet.  Later, the publicist observed Judy move the book to the shelf. When the publicist wanted to edit the book she looked on the shelf.",0.26908403635025024,TB,C,shelf,"The publicist read the book and put it onto the filing cabinet.  Later, the publicist observed Judy move the book to the shelf. When the publicist wanted to edit the book she looked on the [MASK] ."
465,117,2,TB-IC,"The publicist read the book and put it onto the filing cabinet.  Later, the publicist observed Judy move the book to the shelf. When the publicist wanted to edit the book she looked on the cabinet.",5.336899994290435e-05,TB,IC,cabinet,"The publicist read the book and put it onto the filing cabinet.  Later, the publicist observed Judy move the book to the shelf. When the publicist wanted to edit the book she looked on the [MASK] ."
466,117,3,FB-C,"The publicist read the book and put it onto the filing cabinet.  While the publicist was distracted, Judy moved the book to the shelf. When the publicist wanted to edit the book she looked on the cabinet.",2.5168421416310604e-05,FB,C,cabinet,"The publicist read the book and put it onto the filing cabinet.  While the publicist was distracted, Judy moved the book to the shelf. When the publicist wanted to edit the book she looked on the [MASK] ."
467,117,4,FB-IC,"The publicist read the book and put it onto the filing cabinet.  While the publicist was distracted, Judy moved the book to the shelf. When the publicist wanted to edit the book she looked on the shelf.",0.43075862526893616,FB,IC,shelf,"The publicist read the book and put it onto the filing cabinet.  While the publicist was distracted, Judy moved the book to the shelf. When the publicist wanted to edit the book she looked on the [MASK] ."
